protein	goTerm	proProNeighbor	goNeighbor	goAnnotatedProProNeighbors	score	label
FBgn0036623	GO:0003841	75	4	0	0.0	FP
FBgn0020388	GO:0003841	157	4	0	0.0	FN
FBgn0037369	GO:0001680	14	1	0	0.0	FP
FBgn0037100	GO:0001680	3	1	0	0.0	FN
FBgn0004242	GO:0005544	30	13	1	0.023255813953488372	FP
FBgn0004394	GO:0005544	6	13	0	0.0	FN
FBgn0031266	GO:0003729	113	205	15	0.04716981132075472	FP
FBgn0036757	GO:0003729	1	205	0	0.0	FN
FBgn0035458	GO:0035725	0	61	0	0.0	FP
FBgn0030766	GO:0035725	0	61	0	0.0	FN
FBgn0025680	GO:0043153	26	12	2	0.05263157894736842	FP
FBgn0287873	GO:0043153	0	12	0	0.0	FN
FBgn0038601	GO:0003677	27	610	4	0.006279434850863423	FP
FBgn0051698	GO:0003677	0	610	0	0.0	FN
FBgn0030932	GO:0019953	14	220	0	0.0	FP
FBgn0266756	GO:0019953	6	220	0	0.0	FN
FBgn0285947	GO:0002181	71	101	3	0.01744186046511628	FP
FBgn0036829	GO:0002181	4	101	0	0.0	FN
FBgn0266667	GO:0008013	57	12	1	0.014492753623188406	FP
FBgn0039068	GO:0008013	15	12	0	0.0	FN
FBgn0288433	GO:0035277	0	23	0	0.0	FP
FBgn0004198	GO:0035277	63	23	0	0.0	FN
FBgn0033856	GO:0004459	1	2	0	0.0	FP
FBgn0011928	GO:0004459	0	2	0	0.0	FN
FBgn0033460	GO:0090110	98	4	2	0.0196078431372549	FP
FBgn0003248	GO:0090110	6	4	0	0.0	FN
FBgn0026630	GO:0016020	49	1524	7	0.004450095359186269	FP
FBgn0000259	GO:0016020	376	1524	13	0.006842105263157895	FN
FBgn0036734	GO:0005685	110	20	7	0.05384615384615385	FP
FBgn0052206	GO:0005685	4	20	0	0.0	FN
FBgn0024277	GO:0005085	42	84	0	0.0	FP
FBgn0040028	GO:0005085	32	84	0	0.0	FN
FBgn0267376	GO:0030041	8	12	0	0.0	FP
FBgn0003870	GO:0030041	109	12	0	0.0	FN
FBgn0014366	GO:0005681	123	52	19	0.10857142857142857	TP
FBgn0031309	GO:0005681	29	52	0	0.0	FN
FBgn0035498	GO:0050839	17	27	0	0.0	FP
FBgn0029501	GO:0050839	7	27	0	0.0	FN
FBgn0039788	GO:0005737	99	1863	41	0.02089704383282365	FP
FBgn0011591	GO:0005737	26	1863	5	0.0026469031233456856	FN
FBgn0029006	GO:0030514	307	31	3	0.008875739644970414	FP
FBgn0053196	GO:0030514	28	31	0	0.0	FN
FBgn0003719	GO:0004222	7	55	0	0.0	FP
FBgn0003897	GO:0004222	0	55	0	0.0	FN
FBgn0035245	GO:0018214	1	1	0	0.0	FP
FBgn0032346	GO:0018214	62	1	0	0.0	FN
FBgn0035645	GO:0022857	56	201	5	0.019455252918287938	FP
FBgn0035498	GO:0022857	17	201	0	0.0	FN
FBgn0259972	GO:0005615	0	685	0	0.0	FP
FBgn0264078	GO:0005615	100	685	3	0.003821656050955414	FN
FBgn0002546	GO:0007391	0	104	0	0.0	FP
FBgn0015765	GO:0007391	212	104	8	0.02531645569620253	TN
FBgn0000808	GO:0009950	5	25	4	0.13333333333333333	TP
FBgn0026176	GO:0009950	127	25	1	0.006578947368421052	FN
FBgn0261953	GO:0042127	79	27	1	0.009433962264150943	FP
FBgn0003865	GO:0042127	14	27	0	0.0	FN
FBgn0000257	GO:0019905	28	25	1	0.018867924528301886	FP
FBgn0026199	GO:0019905	9	25	0	0.0	FN
FBgn0039734	GO:0006509	68	9	0	0.0	FP
FBgn0015929	GO:0006509	99	9	0	0.0	FN
FBgn0002466	GO:0006468	26	238	1	0.003787878787878788	FP
FBgn0039153	GO:0006468	4	238	1	0.004132231404958678	FN
FBgn0030268	GO:0005871	13	25	1	0.02631578947368421	FP
FBgn0285955	GO:0005871	27	25	0	0.0	FN
FBgn0289122	GO:0006281	0	86	0	0.0	FP
FBgn0286213	GO:0006281	0	86	0	0.0	FN
FBgn0023522	GO:0030735	35	1	0	0.0	FP
FBgn0021796	GO:0030735	135	1	0	0.0	FN
FBgn0039283	GO:0005515	25	958	7	0.007121057985757884	FP
FBgn0032013	GO:0005515	10	958	1	0.0010330578512396695	FN
FBgn0039802	GO:0005739	69	623	14	0.02023121387283237	FP
FBgn0039139	GO:0005739	36	623	1	0.0015174506828528073	FN
FBgn0035625	GO:0001752	22	14	1	0.027777777777777776	FP
FBgn0003719	GO:0001752	7	14	0	0.0	FN
FBgn0030659	GO:0008270	1	516	0	0.0	FP
FBgn0033778	GO:0008270	57	516	0	0.0	FN
FBgn0053804	GO:0031507	0	76	0	0.0	FP
FBgn0034194	GO:0031507	2	76	0	0.0	FN
FBgn0062413	GO:0006878	11	5	0	0.0	FP
FBgn0032236	GO:0006878	88	5	0	0.0	FN
FBgn0003189	GO:0004088	177	1	0	0.0	FP
FBgn0024365	GO:0004088	2	1	0	0.0	FN
FBgn0000308	GO:0016322	112	43	1	0.0064516129032258064	FP
FBgn0033521	GO:0016322	28	43	0	0.0	FN
FBgn0023091	GO:0005634	59	2250	27	0.01169337375487224	FP
FBgn0265011	GO:0005634	26	2250	13	0.0057117750439367315	FN
FBgn0016919	GO:1905515	25	28	0	0.0	FP
FBgn0040475	GO:1905515	51	28	0	0.0	FN
FBgn0001098	GO:0005739	79	623	16	0.022792022792022793	FP
FBgn0004867	GO:0005739	130	623	2	0.0026560424966799467	FN
FBgn0061200	GO:0005643	75	37	8	0.07142857142857142	FP
FBgn0043591	GO:0005643	0	37	0	0.0	FN
FBgn0030959	GO:0003723	2	486	0	0.0	FP
FBgn0004628	GO:0003723	0	486	0	0.0	FN
FBgn0026375	GO:0007415	18	8	1	0.038461538461538464	FP
FBgn0010241	GO:0007415	30	8	0	0.0	FN
FBgn0041188	GO:0046959	371	12	4	0.010443864229765013	FP
FBgn0031643	GO:0046959	120	12	0	0.0	FN
FBgn0040345	GO:0005634	111	2250	40	0.0169419737399407	FP
FBgn0010051	GO:0005634	32	2250	11	0.004820333041191937	FN
FBgn0037240	GO:0008366	38	9	2	0.0425531914893617	FP
FBgn0003861	GO:0008366	21	9	0	0.0	FN
FBgn0039269	GO:0007298	33	107	4	0.02857142857142857	FP
FBgn0015278	GO:0007298	106	107	5	0.023474178403755867	TN
FBgn0003660	GO:0019905	147	25	12	0.06976744186046512	FP
FBgn0284436	GO:0019905	78	25	0	0.0	FN
FBgn0010379	GO:0060292	348	1	0	0.0	FP
FBgn0036483	GO:0060292	8	1	0	0.0	FN
FBgn0000546	GO:0004879	71	23	4	0.0425531914893617	FP
FBgn0013693	GO:0004879	0	23	0	0.0	FN
FBgn0053819	GO:0031507	0	76	0	0.0	FP
FBgn0262739	GO:0031507	133	76	0	0.0	FN
FBgn0037976	GO:0071861	3	1	0	0.0	FP
FBgn0260970	GO:0071861	20	1	0	0.0	FN
FBgn0250906	GO:0005524	119	643	12	0.015748031496062992	FP
FBgn0016919	GO:0005524	25	643	0	0.0	FN
FBgn0002413	GO:0071482	276	16	2	0.00684931506849315	FP
FBgn0259970	GO:0071482	0	16	0	0.0	FN
FBgn0260635	GO:0000209	39	58	1	0.010309278350515464	FP
FBgn0037650	GO:0000209	0	58	0	0.0	FN
FBgn0015279	GO:0045793	90	41	7	0.05343511450381679	FP
FBgn0029943	GO:0045793	98	41	0	0.0	FN
FBgn0283451	GO:0009608	19	4	0	0.0	FP
FBgn0259738	GO:0009608	0	4	0	0.0	FN
FBgn0033649	GO:0035169	1	7	0	0.0	FP
FBgn0020309	GO:0035169	107	7	2	0.017543859649122806	TN
FBgn0013263	GO:0007476	67	137	2	0.00980392156862745	FP
FBgn0086677	GO:0007476	3	137	0	0.0	FN
FBgn0034585	GO:0005545	51	2	0	0.0	FP
FBgn0000615	GO:0005545	99	2	0	0.0	FN
FBgn0263864	GO:0050700	20	3	1	0.043478260869565216	FP
FBgn0004813	GO:0050700	0	3	0	0.0	FN
FBgn0011739	GO:0008285	149	42	8	0.041884816753926704	FP
FBgn0030853	GO:0008285	31	42	1	0.0136986301369863	TN
FBgn0037838	GO:0036211	13	28	0	0.0	FP
FBgn0020616	GO:0036211	45	28	1	0.0136986301369863	TN
FBgn0002031	GO:0007005	142	47	3	0.015873015873015872	FP
FBgn0039612	GO:0007005	1	47	0	0.0	FN
FBgn0005355	GO:0051220	38	5	1	0.023255813953488372	FP
FBgn0016031	GO:0051220	5	5	0	0.0	FN
FBgn0261239	GO:0090575	35	31	0	0.0	FP
FBgn0003218	GO:0090575	0	31	0	0.0	FN
FBgn0034072	GO:0005515	6	958	2	0.002074688796680498	FP
FBgn0038140	GO:0005515	4	958	1	0.0010395010395010396	FN
FBgn0041621	GO:0016020	0	1524	0	0.0	FP
FBgn0053144	GO:0016020	13	1524	2	0.0013012361743656475	FN
FBgn0038632	GO:0008061	1	123	0	0.0	FP
FBgn0034247	GO:0008061	27	123	0	0.0	FN
FBgn0027453	GO:0005783	16	315	0	0.0	FP
FBgn0036913	GO:0005783	36	315	0	0.0	FN
FBgn0032773	GO:0042381	61	8	0	0.0	FP
FBgn0263606	GO:0042381	10	8	0	0.0	FN
FBgn0020278	GO:0001965	29	5	1	0.029411764705882353	FP
FBgn0025455	GO:0001965	40	5	0	0.0	FN
FBgn0263594	GO:1990904	29	54	1	0.012048192771084338	FP
FBgn0039466	GO:1990904	11	54	0	0.0	FN
FBgn0264978	GO:0000149	64	36	15	0.15	TP
FBgn0052255	GO:0000149	0	36	0	0.0	FN
FBgn0053389	GO:0022626	0	175	0	0.0	FP
FBgn0265574	GO:0022626	428	175	7	0.011608623548922056	TN
FBgn0029789	GO:0005783	32	315	0	0.0	FP
FBgn0033447	GO:0005783	19	315	0	0.0	FN
FBgn0002753	GO:0000278	0	151	0	0.0	FP
FBgn0000077	GO:0000278	2	151	0	0.0	FN
FBgn0261381	GO:0006391	2	2	0	0.0	FP
FBgn0013277	GO:0006391	77	2	0	0.0	FN
FBgn0047038	GO:0005747	3	52	2	0.03636363636363636	FP
FBgn0004372	GO:0005747	8	52	0	0.0	FN
FBgn0243512	GO:0033550	37	2	0	0.0	FP
FBgn0260749	GO:0033550	36	2	0	0.0	FN
FBgn0029909	GO:0007186	9	156	0	0.0	FP
FBgn0020261	GO:0007186	123	156	1	0.0035842293906810036	FN
FBgn0039576	GO:0034551	13	9	0	0.0	FP
FBgn0051432	GO:0034551	0	9	0	0.0	FN
FBgn0014020	GO:0050770	143	23	8	0.04819277108433735	FP
FBgn0010053	GO:0050770	5	23	0	0.0	FN
FBgn0267327	GO:0019953	0	220	0	0.0	FP
FBgn0039188	GO:0019953	56	220	0	0.0	FN
FBgn0031144	GO:0000981	2	415	0	0.0	FP
FBgn0011661	GO:0000981	230	415	5	0.007751937984496124	FN
FBgn0004198	GO:0007417	63	85	1	0.006756756756756757	FP
FBgn0030347	GO:0007417	9	85	0	0.0	FN
FBgn0025776	GO:0005634	1	2250	1	0.000444247001332741	FP
FBgn0000198	GO:0005634	0	2250	0	0.0	FN
FBgn0024248	GO:0043548	100	2	1	0.00980392156862745	FP
FBgn0004400	GO:0043548	25	2	0	0.0	FN
FBgn0053958	GO:0016849	0	22	0	0.0	FP
FBgn0003865	GO:0016849	14	22	0	0.0	FN
FBgn0033447	GO:0010824	19	1	0	0.0	FP
FBgn0039927	GO:0010824	4	1	0	0.0	FN
FBgn0039180	GO:0004222	1	55	0	0.0	FP
FBgn0051866	GO:0004222	20	55	0	0.0	FN
FBgn0286213	GO:0006412	0	558	0	0.0	FP
FBgn0029714	GO:0006412	53	558	5	0.008183306055646482	FN
FBgn0266756	GO:0010004	6	13	0	0.0	FP
FBgn0261930	GO:0010004	15	13	0	0.0	FN
FBgn0024833	GO:0048749	60	115	8	0.045714285714285714	FP
FBgn0004837	GO:0048749	91	115	9	0.043689320388349516	TN
FBgn0038350	GO:0051536	0	30	0	0.0	FP
FBgn0032216	GO:0051536	78	30	0	0.0	FN
FBgn0052850	GO:0000151	75	31	4	0.03773584905660377	FP
FBgn0011885	GO:0000151	0	31	0	0.0	FN
FBgn0031659	GO:0021952	9	5	0	0.0	FP
FBgn0005777	GO:0021952	623	5	0	0.0	FN
FBgn0266047	GO:0003674	0	3150	0	0.0	FP
FBgn0052703	GO:0003674	8	3150	0	0.0	FN
FBgn0031882	GO:0031985	29	5	0	0.0	FP
FBgn0041096	GO:0031985	63	5	0	0.0	FN
FBgn0037384	GO:0005634	55	2250	29	0.012581344902386117	FP
FBgn0044000	GO:0005634	0	2250	0	0.0	FN
FBgn0010316	GO:0051726	51	40	2	0.02197802197802198	FP
FBgn0040268	GO:0051726	24	40	0	0.0	FN
FBgn0028936	GO:0003674	1	3150	0	0.0	FP
FBgn0039269	GO:0003674	33	3150	0	0.0	FN
FBgn0264078	GO:0031410	100	42	1	0.007042253521126761	FP
FBgn0039451	GO:0031410	48	42	0	0.0	FN
FBgn0011956	GO:0006412	0	558	0	0.0	FP
FBgn0038296	GO:0006412	8	558	0	0.0	FN
FBgn0283545	GO:0019789	25	11	2	0.05555555555555555	FP
FBgn0034237	GO:0019789	138	11	1	0.006711409395973154	FN
FBgn0027052	GO:0071218	142	7	0	0.0	FP
FBgn0000416	GO:0071218	22	7	0	0.0	FN
FBgn0259108	GO:0005875	67	22	1	0.011235955056179775	FP
FBgn0030659	GO:0005875	1	22	0	0.0	FN
FBgn0000077	GO:0007498	2	61	0	0.0	FP
FBgn0263655	GO:0007498	0	61	0	0.0	FN
FBgn0030954	GO:0007186	19	156	2	0.011428571428571429	FP
FBgn0011976	GO:0007186	0	156	0	0.0	FN
FBgn0030904	GO:0007259	4	6	3	0.3	TP
FBgn0052850	GO:0007259	75	6	0	0.0	FN
FBgn0013696	GO:0005739	0	623	0	0.0	FP
FBgn0029006	GO:0005739	307	623	15	0.016129032258064516	TN
FBgn0011866	GO:0030533	0	290	0	0.0	FP
FBgn0035402	GO:0030533	57	290	0	0.0	FN
FBgn0032416	GO:0050909	0	68	0	0.0	FP
FBgn0030954	GO:0050909	19	68	0	0.0	FN
FBgn0031643	GO:0006468	120	238	6	0.01675977653631285	FP
FBgn0036299	GO:0006468	36	238	1	0.0036496350364963502	FN
FBgn0001075	GO:0042067	102	24	3	0.023809523809523808	FP
FBgn0087041	GO:0042067	0	24	0	0.0	FN
FBgn0033845	GO:0008157	38	26	0	0.0	FP
FBgn0003015	GO:0008157	85	26	0	0.0	FN
FBgn0265959	GO:0016787	7	116	0	0.0	FP
FBgn0034585	GO:0016787	51	116	0	0.0	FN
FBgn0030993	GO:0097206	221	7	0	0.0	FP
FBgn0015664	GO:0097206	43	7	0	0.0	FN
FBgn0262582	GO:0005634	27	2250	11	0.004830917874396135	FP
FBgn0039907	GO:0005634	16	2250	9	0.003971756398940865	FN
FBgn0003482	GO:0030717	9	34	2	0.046511627906976744	FP
FBgn0285947	GO:0030717	71	34	0	0.0	FN
FBgn0035001	GO:0004674	25	158	3	0.01639344262295082	FP
FBgn0082939	GO:0004674	0	158	0	0.0	FN
FBgn0030694	GO:0030496	12	30	0	0.0	FP
FBgn0034110	GO:0030496	106	30	0	0.0	FN
FBgn0039068	GO:0005777	15	90	1	0.009523809523809525	FP
FBgn0034110	GO:0005777	106	90	1	0.00510204081632653	FN
FBgn0004400	GO:0003682	25	174	0	0.0	FP
FBgn0003330	GO:0003682	474	174	31	0.047839506172839504	TN
FBgn0045052	GO:0048477	0	248	0	0.0	FP
FBgn0039140	GO:0048477	41	248	2	0.006920415224913495	FN
FBgn0034878	GO:0042023	8	18	0	0.0	FP
FBgn0052072	GO:0042023	201	18	0	0.0	FN
FBgn0015872	GO:0006833	83	2	0	0.0	FP
FBgn0289122	GO:0006833	0	2	0	0.0	FN
FBgn0045073	GO:0016020	25	1524	3	0.001936733376371853	FP
FBgn0033375	GO:0016020	43	1524	1	0.0006381620931716656	FN
FBgn0000017	GO:0007391	207	104	18	0.05787781350482315	FP
FBgn0037305	GO:0007391	6	104	0	0.0	FN
FBgn0025827	GO:0050829	1	114	0	0.0	FP
FBgn0036158	GO:0050829	2	114	0	0.0	FN
FBgn0032346	GO:0003723	62	486	15	0.02737226277372263	FP
FBgn0036376	GO:0003723	27	486	3	0.005847953216374269	FN
FBgn0036376	GO:0051963	27	4	0	0.0	FP
FBgn0263396	GO:0051963	137	4	0	0.0	FN
FBgn0266098	GO:0019901	14	61	1	0.013333333333333334	FP
FBgn0023508	GO:0019901	57	61	4	0.03389830508474576	TN
FBgn0038296	GO:0004842	8	101	1	0.009174311926605505	FP
FBgn0262617	GO:0004842	123	101	3	0.013392857142857142	TN
FBgn0002973	GO:0055059	63	29	6	0.06521739130434782	FP
FBgn0041188	GO:0055059	371	29	3	0.0075	FN
FBgn0034617	GO:0141006	21	4	2	0.08	FP
FBgn0011674	GO:0141006	17	4	0	0.0	FN
FBgn0032258	GO:0048213	44	1	0	0.0	FP
FBgn0085638	GO:0048213	0	1	0	0.0	FN
FBgn0053870	GO:0000786	0	124	0	0.0	FP
FBgn0259960	GO:0000786	0	124	0	0.0	FN
FBgn0014863	GO:0008307	29	15	0	0.0	FP
FBgn0000317	GO:0008307	19	15	0	0.0	FN
FBgn0053912	GO:0003674	0	3150	0	0.0	FP
FBgn0010194	GO:0003674	30	3150	0	0.0	FN
FBgn0003205	GO:0007465	270	22	13	0.04452054794520548	FP
FBgn0038980	GO:0007465	0	22	0	0.0	FN
FBgn0264477	GO:0003674	0	3150	0	0.0	FP
FBgn0262858	GO:0003674	0	3150	0	0.0	FN
FBgn0010750	GO:0045893	123	145	7	0.026119402985074626	FP
FBgn0037963	GO:0045893	4	145	0	0.0	FN
FBgn0037913	GO:0015908	207	2	0	0.0	FP
FBgn0069317	GO:0015908	0	2	0	0.0	FN
FBgn0003607	GO:0005721	125	26	12	0.07947019867549669	FP
FBgn0029137	GO:0005721	34	26	0	0.0	FN
FBgn0036318	GO:0045572	37	19	1	0.017857142857142856	FP
FBgn0266667	GO:0045572	57	19	1	0.013157894736842105	TN
FBgn0003009	GO:0007065	1	5	0	0.0	FP
FBgn0010501	GO:0007065	125	5	0	0.0	FN
FBgn0031655	GO:0036310	3	1	0	0.0	FP
FBgn0264979	GO:0036310	5	1	0	0.0	FN
FBgn0051072	GO:0007041	0	9	0	0.0	FP
FBgn0038788	GO:0007041	56	9	0	0.0	FN
FBgn0000229	GO:0016319	201	90	3	0.010309278350515464	FP
FBgn0001404	GO:0016319	1	90	0	0.0	FN
FBgn0028663	GO:0033181	6	17	2	0.08695652173913043	FP
FBgn0038198	GO:0033181	4	17	0	0.0	FN
FBgn0036141	GO:0007367	46	40	1	0.011627906976744186	FP
FBgn0043456	GO:0007367	40	40	1	0.0125	TN
FBgn0010258	GO:0003723	26	486	3	0.005859375	FP
FBgn0051272	GO:0003723	0	486	0	0.0	FN
FBgn0053504	GO:0005683	9	2	1	0.09090909090909091	FP
FBgn0005616	GO:0005683	27	2	0	0.0	FN
FBgn0026181	GO:0007309	46	10	1	0.017857142857142856	FP
FBgn0029694	GO:0007309	0	10	0	0.0	FN
FBgn0016650	GO:0007189	26	31	0	0.0	FP
FBgn0259176	GO:0007189	138	31	0	0.0	FN
FBgn0001079	GO:0007224	71	10	4	0.04938271604938271	FP
FBgn0266756	GO:0007224	6	10	0	0.0	FN
FBgn0000667	GO:0005509	207	205	12	0.02912621359223301	FP
FBgn0030204	GO:0005509	5	205	0	0.0	FN
FBgn0260934	GO:0030707	249	76	10	0.03076923076923077	FP
FBgn0037263	GO:0030707	50	76	2	0.015873015873015872	TN
FBgn0005681	GO:0048749	0	115	0	0.0	FP
FBgn0035625	GO:0048749	22	115	2	0.014598540145985401	TN
FBgn0033556	GO:0000398	24	229	4	0.015810276679841896	FP
FBgn0003345	GO:0000398	43	229	0	0.0	FN
FBgn0011976	GO:0006412	0	558	0	0.0	FP
FBgn0004921	GO:0006412	48	558	0	0.0	FN
FBgn0019990	GO:0010998	71	3	0	0.0	FP
FBgn0030268	GO:0010998	13	3	0	0.0	FN
FBgn0005672	GO:0048018	355	38	2	0.005089058524173028	FP
FBgn0032256	GO:0048018	27	38	1	0.015384615384615385	TN
FBgn0003731	GO:0045465	637	6	4	0.006220839813374806	FP
FBgn0043022	GO:0045465	0	6	0	0.0	FN
FBgn0270926	GO:0004066	43	2	0	0.0	FP
FBgn0003944	GO:0004066	151	2	0	0.0	FN
FBgn0004367	GO:0004674	102	158	5	0.019230769230769232	FP
FBgn0250842	GO:0004674	4	158	0	0.0	FN
FBgn0001226	GO:0051082	104	69	5	0.028901734104046242	FP
FBgn0037384	GO:0051082	55	69	0	0.0	FN
FBgn0019932	GO:0004014	10	1	0	0.0	FP
FBgn0030268	GO:0004014	13	1	0	0.0	FN
FBgn0026317	GO:0005737	201	1863	61	0.029554263565891473	FP
FBgn0003275	GO:0005737	59	1863	10	0.005202913631633715	FN
FBgn0036428	GO:0008157	50	26	0	0.0	FP
FBgn0003068	GO:0008157	43	26	0	0.0	FN
FBgn0263930	GO:1905475	218	3	1	0.004524886877828055	FP
FBgn0000723	GO:1905475	36	3	0	0.0	FN
FBgn0026404	GO:0007552	24	36	0	0.0	FP
FBgn0026778	GO:0007552	48	36	0	0.0	FN
FBgn0053554	GO:0000124	113	25	18	0.13043478260869565	TP
FBgn0003301	GO:0000124	10	25	0	0.0	FN
FBgn0039140	GO:0005525	41	156	1	0.005076142131979695	FP
FBgn0004644	GO:0005525	28	156	1	0.005434782608695652	FN
FBgn0052442	GO:0032541	41	1	0	0.0	FP
FBgn0061200	GO:0032541	75	1	0	0.0	FN
FBgn0024983	GO:0006888	48	69	10	0.08547008547008547	FP
FBgn0030872	GO:0006888	2	69	0	0.0	FN
FBgn0010194	GO:0005576	30	499	0	0.0	FP
FBgn0004507	GO:0005576	103	499	4	0.006644518272425249	FN
FBgn0033069	GO:0031369	4	15	1	0.05263157894736842	FP
FBgn0001624	GO:0031369	248	15	0	0.0	FN
FBgn0260945	GO:0006897	161	69	1	0.004347826086956522	FP
FBgn0034617	GO:0006897	21	69	0	0.0	FN
FBgn0001404	GO:0001744	1	4	0	0.0	FP
FBgn0004240	GO:0001744	12	4	0	0.0	FN
FBgn0010768	GO:0048666	5	16	1	0.047619047619047616	FP
FBgn0010015	GO:0048666	112	16	0	0.0	FN
FBgn0262872	GO:0047496	23	4	0	0.0	FP
FBgn0030588	GO:0047496	3	4	0	0.0	FN
FBgn0026389	GO:0007608	1	116	1	0.008547008547008548	FP
FBgn0003209	GO:0007608	13	116	0	0.0	FN
FBgn0263289	GO:0072002	53	5	0	0.0	FP
FBgn0003731	GO:0072002	637	5	4	0.006230529595015576	FN
FBgn0031018	GO:0019789	41	11	2	0.038461538461538464	FP
FBgn0034389	GO:0019789	8	11	0	0.0	FN
FBgn0002939	GO:0005737	4	1863	1	0.0005356186395286556	FP
FBgn0013334	GO:0005737	26	1863	7	0.0037056643726839597	FN
FBgn0264750	GO:0019953	2	220	0	0.0	FP
FBgn0262127	GO:0019953	35	220	0	0.0	FN
FBgn0003731	GO:0005886	637	1052	119	0.0704558910597987	FP
FBgn0022382	GO:0005886	134	1052	17	0.01433389544688027	TN
FBgn0026317	GO:0033596	201	2	1	0.0049261083743842365	FP
FBgn0262127	GO:0033596	35	2	0	0.0	FN
FBgn0039214	GO:0005515	19	958	9	0.009211873080859774	FP
FBgn0250906	GO:0005515	119	958	14	0.012999071494893221	TN
FBgn0086657	GO:0005515	360	958	67	0.05083459787556904	FP
FBgn0037445	GO:0005515	13	958	2	0.0020597322348094747	FN
FBgn0259936	GO:0005730	0	301	0	0.0	FP
FBgn0028944	GO:0005730	1	301	0	0.0	FN
FBgn0259189	GO:0016020	0	1524	0	0.0	FP
FBgn0011260	GO:0016020	77	1524	6	0.0037476577139287947	FN
FBgn0266346	GO:0017071	7	4	0	0.0	FP
FBgn0083228	GO:0017071	40	4	0	0.0	FN
FBgn0038277	GO:0003735	173	290	57	0.12311015118790497	TP
FBgn0025807	GO:0003735	35	290	1	0.003076923076923077	FN
